song,artist,lyrics
she'll leave you with a smile [2001], george strait, at first she's going to come on strong like she'll love you all night long like it's going out of style then she'll leave you with a smile  well you can't help but wonder why you can't help but love her but you can't help love her and all that hurting was more than worth it it's written all over your face  one day you'll pass her on the street with that guy you used to be she'll say hello and walk on by then she'll leave you with a smile  well you can't help but wonder why you can't help but love her but you can't help love her and all that hurting was more than worth it it's written all over your face  at first she's going to come on strong like she'll love you all night long like it's going out of style then she'll leave you with a smile  ah she's going to love you she going to leave you with a smile ah she's going to love you she going to leave you with a smile
you look so good in love, george strait, oh how you sparkle and oh how you shine that flush on your cheeks is more than the wine and he must do something that i didn't do whatever he's doing it looks good on you  you look so good in love you want him that's easy to see you look so good in love and i wish you still wanted me  he must have stolen some stars from the sky and gave them to you to wear in your eyes i had my chances but i set you free and now i wonder why i couldn't see   darling i've wasted a lot of years not seeing the real you but tonight your beauty is shining through and i never took the time to let you know so before he takes you away please let me say   you look so good in love
she'll leave you with a smile [1997], george strait, i can see you're fallin' for her friend you know she once was mine so i guess i oughta warn you 'cause you're showin' all the signs  she's a devil; she's an angel she's a woman; she's a child she's a heartache when she leaves you but she'll leave you with a smile  when she held me it was heaven it was worth the losin' pain and when she's gone she'll leave you wishin' she'd just roll your way again  she's a devil; she's an angel she's a woman; she's a child she's a heartache when she leaves you but she'll leave you with a smile  yeah she's a devil (she's a devil) she's an angel (she's an angel) she's a woman; she's a child she's a heartache when she leaves you but she'll leave you with a smile
sing one with willie, george strait, well i've had a wonderful career but i think it's quite queer so i'm writin' this down in a song i just couldn't resist 'cause it's a nice little twist and i think you'll agree this is just wrong  i ain't never got to sing one with willie and i've held it inside long enough now i ain't too proud i'm gonna shout it out loud i ain't never got to sing one with willie  now i've heard him with merle waylon and cash jones and toby that man is totally gracious but i'm thinking damn why not me? we could even sing it on tv just like him and old julio iglesias  i ain't never got to sing one with willie and i've held it inside long enough now i ain't too proud i'm gonna shout it out loud i ain't never got to sing one with willie  we've traveled back and forth up and down all the highways wherever our big buses can go but i think that it's great to finally sing one with strait and our friends will all love it i know (but i'm lovin' it too willie)  i finally get to sing one with strait well i think that it's been long enough i'm mighty proud just listen to the crowd i finally got to sing one with george strait  look at me now i'm singing with willie thank you man you just made my career well you shoulda said somethin' strait i always thought we would sound great and i finally got to sing one with ol' george  yeah i am really proud so i'm shoutin' it out loud i finally got to sing one with ol' george with ol' willie
santa claus is coming to town, george strait, you better watch out you better not cry you better not pout i am telling you why santa claus is coming to town  he is making a list and checking it twice going to find out who is naughty or nice santa claus is coming to town  he sees you when your sleeping he knows when you are awake he knows if you have been bad or good so be good for goodness sake oh you better watch out you better not cry you better not put i am telling you why santa claus is coming to town  with little tin horns and little toy drums rutty toot toots and rummy tum tum santa claus is coming to town  with curly head dogs to cuddle and hug elephants ropes and kitty card to santa claus is coming to town  the kids and girl and boy land will have a jubilee there going to fill the toy lad all around with christmas trees  so you better watch out you better not cry you better not put i am telling you why santa claus is coming santa claus is coming to town
easy come easy go, george strait, says she's had enough of me i've had enough of her too i might as well go on and set her free she's already turned me loose no fault no blame nobody done no wrong that's just the way it sometimes goes sometimes two people just don't get along it's time to hit the road goodbye farewell so long vaya condios good luck wish you well take it slow easy come girl easy go we tried to work it out a hundred times ninety- nine it didn't work i think it's best we put it all behind before we wind up getting hurt no hard feelings darling no regrets no tears and no broken hearts call it quits calling off all bets it just wasn't in the cards easy come girl easy go vaya condios good luck easy come easy go
baby blue, george strait, she looked so much like a lady but she was so much like a child a devil when she held me close an angel when she smiled she always held it deep inside but somehow i always knew she's go away when the grass turned green and the sky turned baby blue  and baby blue was the color of her eyes baby blue like the colorado skies like a breath of spring she came and left and i still don't know why so here's to you and whoever holds my baby blue tonight  she brought colors to my life that my eyes had never touched and when she taught me how to care i never cared so much i try not to think of her but i fall asleep and do and drift off where the grass is green and the sky is baby blue  and baby blue was the color of her eyes baby blue like the colorado skies like a breath of spring she came and left and i still don't know why so here's to you and whoever holds my baby blue tonight baby blue was the color of her eyes baby blue like the colorado skies like a breath of spring she came and left and i still don't know why so here's to you and whoever holds my baby blue tonight  baby blue was the color of her eyes baby blue like the colorado skies baby blue was the color of her eyes baby blue like the colorado skies baby blue was the color of her eyes baby blue like the colorado skies baby blue
the fireman, george strait, well they call me the fireman that's my name making my rounds all over town putting out old flames well everybody'd like to have a what i got i can cool 'em down when they're smoldering hot i'm the fireman that's my name  last night they had a bad one a mile or two down the road well my buddy walked out and left his woman burning out of control well i was down there in about an hour or so with a little mouth to mouth she was ready to go i'm the fireman that's my name   got a fire engine red t-bird automobile in a minute or less i can be dressed fit to kill i work 24 on 24 off when they get too hot they just give me a call i'm the fireman that's my name   they call me the fireman that's my name
does fort worth ever cross your mind, george strait, cold fort worth beer just ain't no good for jealous i tried it night after night you're in someone else's arms in dallas does fort worth ever cross your mind?  darling while you're busy burning bridges burn one for me if you get time cause good memories don't fade so easy does fort worth ever cross you mind?  you left me here to be with him in dallas and i know it hurt you at the time but i wonder now if it makes a difference does fort worth ever cross your mind?  you left me here to be with him in dallas and i know it hurt you at the time but i wonder now if it makes a difference does fort worth ever cross your mind?  does fort worth ever? does fort worth ever? does fort worth ever cross your mind?
some nights, george strait, she took off down the road towards austin and i lost it i heard she wound up in fort worth no i ain't been the same since my heart's as hard as that old caliche dirt  some days are better than others some are mothers i ain't even gonna lie some days i don't wanna get up i just wanna give up and don't even get me started on some nights  i guess i could always call her but why bother? hell she won't pick up that phone got no pride left to swallow so tomorrow i'll try again to just move on  some days are better than others some are mothers i ain't even gonna lie some days i don't wanna get up i just wanna give up don't even get me started on some nights   some days are better than others some are mothers i ain't even gonna lie some days i don't wanna get up i just wanna give up and don't even get me started some days are better than others some are mothers i ain't even gonna lie some days i don't wanna get up i just wanna give up and don't even get me started on some nights mmm some nights  she took off down the road towards austin and i lost it
the breath you take, george strait, he looks up from second base dad's up in the stands he saw the hit the run the slide there ain't no bigger fan in the parking lot after the game he said dad i thought you had a plane to catch? he smiled and said yeah son i did  but life's not the breath you take the breathing in and out that gets you through the day ain't what it's all about you just might miss the point trying to win the race life's not the breaths you take but the moments that take your breath away  fast forward fifteen years and a thousand miles away boy's built a life he's got a wife and a baby due today he hears a voice saying i made it son says i told you dad you didn't have to come he smiles and says yeah i know you did   just like it took my breath when she was born just like it took my breath away when dad took his last that morn  life's not the breath you take the breathing in and out that gets you through the day ain't what it's all about just might miss the point if you don't slow down the pace life's not the breaths you take but the moments that take your breath away
código, george strait, baby just like you it's something new i just had to try i didn't plan on it but a sip and you'll want it it's a beautiful high  the perfect recipe baby you and me the secret's been found let's pour one right now  i'm talkin' 'bout código i take it with me everywhere i go best tequila baby don't you know a little sip and you're ready to roll they make it down in mexico a little state called jalisco where the beautiful agaves grow i'm talkin' 'bout código  any way you like it any way you wanna try it i'll try it too i don't care if it's a habit as long as you have it and i have it with you  hasta la cruz i'll be singing to you all the way home we'll make this our song  i'm talkin' 'bout código i take it with me everywhere i go best tequila baby don't you know a little sip and you're ready to roll they make it down in mexico a little state called jalisco where the beautiful agaves grow i'm talkin' 'bout código (come on boys)  straight up or on the rocks dressed up or not make it a surprise throw it back and close your eyes  i'm talkin' 'bout código i take it with me everywhere i go best tequila baby don't you know a little sip and you're ready to roll they make it down in mexico a little state called jalisco where the beautiful agaves grow i'm talkin' 'bout código i'm talkin' 'bout código i take it with me everywhere i go best tequila baby don't you know a little rip and you're ready to roll they make 'em down in mexico a little state called jalisco where the beautiful agaves grow i'm talkin' 'bout código where the beautiful agaves grow i'm talkin' 'bout código
rainbow, kacey musgraves, when it rains it pours but you didn't even notice it ain't rainin' anymore it's hard to breathe when all you know is the struggle of stayin' above the risin' water line  well the sky has finally opened the rain and wind stopped blowin' but you're stuck out in the same ol' storm again you hold tight to your umbrella well darlin' i'm just tryin' to tell ya that there's always been a rainbow hangin' over your head  if you could see what i see you'd be blinded by the colors yellow red and orange and green and at least a million others so tie up the boat take off your coat and take a look around  'cause the sky has finally opened the rain and wind stopped blowin' but you're stuck out in the same ol' storm again you hold tight to your umbrella well darlin' i'm just tryin' to tell ya that there's always been a rainbow hangin' over your head  oh tie up the boat take off your coat and take a look around everything is alright now  'cause the sky has finally opened the rain and wind stopped blowin' but you're stuck out in the same ol' storm again let go of your umbrella 'cause darlin' i'm just tryin' to tell ya that there's always been a rainbow hangin' over your head yeah there's always been a rainbow hangin' over your head  it'll all be alright
butterflies, kacey musgraves, i was just coastin' never really goin' anywhere caught up in a web i was gettin' kinda used to stayin' there and out of the blue i fell for you  now you're lifting me up 'stead of holding me down stealing my heart 'stead of stealing my crown untangled all the strings 'round my wings that were tied i didn't know him and i didn't know me cloud nine was always out of reach now i remember what it feels like to fly you give me butterflies  kiss full of color makes me wonder where you've always been i was hiding in doubt 'til you brought me out of my chrysalis and i came out new all because of you  and now you're lifting me up 'stead of holding me down stealing my heart 'stead of stealing my crown untangled all the strings 'round my wings that were tied i didn't know him and i didn't know me cloud nine was always out of reach now i remember what it feels like to fly you give me butterflies yeah you give me butterflies  now you're lifting me up 'stead of holding me down you're taking my hand 'stead of taking my crown untangled all the strings 'round my wings that were tied i didn't know him and i didn't know me cloud nine was always out of reach now i remember what it feels like to fly you give me butterflies you give me butterflies
space cowboy, kacey musgraves, you look out the window while i look at you saying i don't know would be like saying that the sky ain't blue and boots weren't made for sitting by the door since you don't wanna stay anymore  you can have your space cowboy i ain't gonna fence you in go on ride away in your silverado guess i'll see you 'round again i know my place and it ain't with you well sunsets fade and love does too yeah we had our day in the sun when a horse wants to run there ain't no sense in closing the gate you can have your space cowboy  after the gold rush there ain't no reason to stay shoulda learned from the movies that good guys don't run away but roads weren't made to not go down and there ain't room for both of us in this town  so you can have your space cowboy i ain't gonna fence you in go on ride away in your silverado i'll see you around again 'cause i know my place and it ain't with you sunsets fade and love does too we had our day in the sun when a horse wants to run ain't no sense in closing the gate so you can have your space  you can have your space cowboy i ain't gonna fence you in go on ride away in your silverado i'll see you around again 'cause i know my place and it ain't with you sunsets fade and love does too though we had our day in the sun when a horse wants to run ain't no sense in closing the gate you can have your space yeah you can have your space you can have your space cowboy
slow burn, kacey musgraves, born in a hurry always late haven't been early since '88 texas is hot i can be cold grandma cried when i pierced my nose good in a glass good on green good when you're putting your hands all over me  i'm alright with a slow burn taking my time let the world turn i'm gonna do it my way it'll be alright if we burn it down and it takes all night it's a slow burn yeah  in tennessee the sun's goin' down but in beijing they're heading out to work you know the bar down the street don't close for an hour we should take a walk and look at all the flowers  'cause i'm alright with a slow burn taking my time let the world turn i'm gonna do it my way it'll be alright if we burn it down and it takes all night it's a slow burn  whatever feels good  old soul waiting my turn i know a few things but i still got a lot to learn so i'm alright with a slow burn slow burn slow burn i'm alright with a slow burn
merry go 'round, kacey musgraves, if you ain't got two kids by 21 you're probably gonna die alone at least that's what tradition told you and it don't matter if you don't believe come sunday morning you best be there in the front row like you're s'posed to same hurt in every heart same trailer different park  mama's hooked on mary kay brother's hooked on mary jane and daddy's hooked on mary two doors down  mary mary quite contrary we get bored so we get married and just like dust we settle in this town on this broken merry go 'round and 'round and 'round we go where it stops nobody knows and it ain't slowin' down this merry go 'round  we think the first time's good enough so we hold on to high school love say we won't end up like our parents tiny little boxes in a row ain't what you want it's what you know just happy in the shoes you're wearin' same checks we're always cashin' to buy a little more distraction  mama's hooked on mary kay brother's hooked on mary jane and daddy's hooked on mary two doors down  mary mary quite contrary we get bored so we get married and just like dust we settle in this town on this broken merry go 'round and 'round and 'round we go where it stops nobody knows and it ain't slowin' down this merry go 'round mary mary quite contrary we're so bored until we're buried and just like dust we settle in this town on this broken merry go 'round and 'round and 'round we go where it stops nobody knows and it ain't slowin' down this merry go 'round  jack and jill went up the hill jack burned out on booze and pills and mary had a little lamb mary just don't give a damn no more
golden hour, kacey musgraves, all that i know is you caught me at the right time keep me in your glow 'cause i'm having such a good time with you  baby don't you know? that you're my golden hour the color of my sky you've set my world on fire and i know i know everything's gonna be alright  i used to get sad and lonely when the sun went down but it's different now 'cause i love the light that i've found in you  baby don't you know? that you're my golden hour the color of my sky you've set my world on fire and i know i know everything's gonna be alright  you make the world look beautiful ooh i thought i'd seen it all before but looking through your eyes it looks like paradise  you've set my world on fire yeah and i know i know everything's gonna be alright you're my golden hour the color of my sky you've set my world on fire and i know i know everything's gonna be alright yeah i know i know everything's gonna be alright golden hour
high horse, kacey musgraves, oh i bet you think you're john wayne showing up and shooting down everybody you're classic in the wrong way and we all know the end of the story  'cause everyone knows someone who kills the buzz every time they open up their mouth yeah everyone knows someone who knows someone who thinks they're cooler than everybody else  and i think we've seen enough seen enough to know that you ain't ever gonna come down so why don't you giddy up giddy up and ride straight out of this town you and your high horse you and your high horse  i bet you think you're first place yeah someone should give you a ribbon and put you in the hall of fame for all the games that you think that you're winning  'cause everyone knows someone who kills the buzz every time they open up their mouth yeah everyone knows someone who knows someone who thinks they're cooler than everybody else  and i think we've seen enough seen enough to know that you ain't ever gonna come down so why don't you giddy up giddy up and ride straight out of this town you and your high horse you and your high horse  darling you take the high horse and i'll take the high road if you’re too good for us you’ll be good riding solo  yeah i think we've seen enough seen enough to know that you ain't ever gonna come down so why don't you giddy up giddy up and ride straight out of this town you and your high horse you and your high horse high horse you ain’t ever gonna come down you ain’t ever gonna come down
biscuits, kacey musgraves, taking down your neighbor won't take you any higher i burned my own damn finger poking someone else's fire i've never gotten taller making someone else feel small if you ain't got nothing nice to say don't say nothing at all  just ho​e your own row yeah and raise your own babies smoke your own smoke and grow your own daisies mend your own fences and own your own crazy mind your own biscuits and life will be gravy mind your own biscuits and life will be gravy  nobody's perfect we've all lost and we've all lied most of us have cheated the rest of us have tried the holiest of holies even slip from time to time we've all got dirty laundry hanging on the line  just ho​e your own row yeah and raise your own babies smoke your own smoke and grow your own daisies mend your own fences and own your own crazy mind your own biscuits and life will be gravy mind your own biscuits and life will be gravy  pouring salt in my sugar won't make yours any sweeter pissing in my yard ain't gonna make yours any greener and i wouldn't know about the rocks in your shoes so i'll just do me and honey you can just do you  just ho​e your own row yeah and raise your own babies smoke your own smoke and grow your own daisies mend your own fences and own your own crazy mind your own biscuits and life will be gravy mind your own biscuits and life will be gravy
oh what a world, kacey musgraves, oh what a world i don't wanna leave there's all kinds of magic; it's hard to believe oh what a world i don't wanna leave there's all kinds of magic; it's hard to believe  northern lights in our skies plants that grow and open your mind things that swim with a neon glow how we all got here nobody knows  these are real things these are real things  oh what a world don't wanna leave all kinds of magic all around us; it's hard to believe thank god it's not too good to be true oh what a world and then there is you  did i know you once in another life? are we here just once or a billion times? well i wish i knew but it doesn't matter 'cause you're here right now and i know what i feel  and these are real things yeah these are real things  oh what a world don't wanna leave all kinds of magic all around us; it's hard to believe thank god it's not too good to be true oh what a world and then there is you oh and then there is you  these are real things these are real things  oh what a world all kinds of magic tell me it's not too good to be true oh what a world and then there is you  oh what a world i don't wanna leave there's all kinds of magic; it's hard to believe (and then there is you) oh what a world i don't wanna leave there's all kinds of magic; it's hard to believe (and then there is you) oh what a world i don't wanna leave there's all kinds of magic; it's hard to believe (and then there is you) oh what a world i don't wanna leave there's all kinds of magic; it's hard to believe
happy & sad, kacey musgraves, it's not you it's the glow of the party the way that you've got me lit up inside it's the song that they're playin' the words that you're sayin' it's never felt so right  and i'm the kind of person who starts getting kinda nervous when i'm having the time of my life  is there a word for the way that i'm feeling tonight? happy and sad at the same time you got me smiling with tears in my eyes i never felt so high no i've never been this far off of the ground and they say everything that goes up must come down but i don't wanna come down  so is there a way to stop all this thinkin' just keep on drinkin'? 'cause i don't wanna wake up when they're turnin' the lights on and it turns out the joke's on me 'cause it feels so right  and i'm the kind of person who starts getting kinda nervous when i'm having the time of my life  is there a word for the way that i'm feeling tonight? happy and sad at the same time you got me smilin' with tears in my eyes i never felt so high no i've never been this far off of the ground and they say everything that goes up must come down but i don't wanna come down  i don't mind at all no i'm used to fallin' i'm comfortable when the sky is gray but when everything is perfect i start hidin' 'cause i know that rain is comin' my way my way  'cause i'm happy and sad at the same time you got me smilin' with tears in my eyes i never felt so high no never been this far off of the ground and they say everything that goes up goes up must come down and i don't wanna come down no i don't wanna come down
follow your arrow, kacey musgraves, if you save yourself for marriage you're a bore if you don't save yourself for marriage you're a horrible person if you won't have a drink then you're a prude but they'll call you a drunk as soon as you down the first one  if you can't lose the weight then you're just fat but if you lose too much then you're on crack you're damned if you do and you're damned if you don't so you might as well just do whatever you want  so make lots of noise kiss lots of boys or kiss lots of girls if that's somethin' you're into when the straight and narrow gets a little too straight roll up a joint or don't just follow your arrow wherever it points yeah follow your arrow wherever it points  if you don't go to church you'll go to hell if you're the first one on the front row you're a self-righteous son of a... can't win for losin' you'll just disappoint 'em just ’cause you can't beat 'em don't mean you should join 'em  so make lots of noise kiss lots of boys or kiss lots of girls if that's somethin' you're into when the straight and narrow gets a little too straight roll up a joint or don't just follow your arrow wherever it points yeah follow your arrow wherever it points  say what you think love who you love ’cause you just get so many trips around the sun yeah you only... only live once  so make lots of noise kiss lots of boys or kiss lots of girls if that's what you're into when the straight and narrow gets a little too straight roll up a joint i would and follow your arrow wherever it points yeah follow your arrow wherever it points
mother, kacey musgraves, bursting with empathy i'm feeling everything the weight of the world on my shoulders hope my tears don't freak you out they're just kinda coming out it's the music in me and all of the colors  wish we didn't live wish we didn't live so far from each other i'm just sitting here thinking 'bout the time that's slipping and missing my mother mother and she's probably sitting there thinking 'bout the time that's slipping and missing her mother mother
lonely weekend, kacey musgraves, it's a lo- it's a lo- it's a lonely weekend it's a lo- it's a lo- it's a lonely feelin' without you  monday i was gone and tuesday you were working late wednesday went to hell then thursday kinda had the wait yeah friday you were leavin' goin' out of town again i should see what's goin' on only got a couple friends  it's a lo- it's a lo- it's a lonely weekend (so lonely) it's a lo- it's a lo- it's a lonely feelin' without you guess everybody else is out tonight (out tonight) guess i'm hangin' by myself but i don't mind (i don't mind) it's a lo- it's a lo- it's a lonely weekend yeah  i got a million things to do but i haven't done a single one no and if my sister lived in town i know that we'd be doin' something fun mmm i keep lookin' at my phone puttin' it back down there's a little part of me that's got the fear of missin' out and  it's a lo- it's a lo- it's a lonely weekend (so lonely) it's a lo- it's a lo- it's a lonely feelin' without you i guess everybody else is out tonight (out tonight) guess i'm hangin' by myself but i don't mind (i don't mind) it's a lo- it's a lo- it's a lonely weekend yeah  even if you got somebody on your mind it's alright to be alone sometimes sometimes  it's a lo- it's a lo- it's a lonely weekend (so lonely) it's a lo- it's a lo- it's a lonely feelin' without you i guess everybody else is out tonight (out tonight) guess i'm hangin' by myself but i don't mind (i don't mind) it's a lo- it's a lo- it's a lonely weekend it's a lo- it's a lo- it's a lonely weekend
love is a wild thing, kacey musgraves, you can't find it sitting on a shelf in a store if you try to hide it it's gonna shine even more  even if you lose it it will find you there's no way to stop it but they'll try to  running like a river tryna find the ocean flowers in the concrete climbing over fences blooming in the shadows places that you can't see coming through the melody when the night bird sings love is a wild thing  oh i can feel it magic in your fingertips and i can hear it in the words coming off your lips  even if you lose me i will find you there's no way to stop it so don't try to  running like a river tryna find the ocean flowers in the concrete climbing over fences blooming in the shadows places that you can't see coming through the melody when the night bird sings love is a wild thing  i used to be scared of the wilderness of the dark but not anymore anymore no  running like a river tryna find the ocean flowers in the concrete climbing over fences blooming in the shadows places that you can't see coming through the melody when the night bird sings love is a wild thing love is a wild thing love is a wild thing yeah
velvet elvis, kacey musgraves, all i ever wanted was something classic the kind love song that goes on 'til the end of time all i ever wanted was a little magic with a good laugh jet-black sparkle in his eyes  you're my velvet elvis i ain't never gonna take you down making everybody jealous when they step into my house soft to the touch feels like love knew it as soon as i felt it you're my velvet elvis baby  i don't really care 'bout the mona lisa i need a graceland kind of man who's always on my mind i wanna show you off every evening go out with you in powder blue and tease my hair up high  you're my velvet elvis i ain't never gonna take you down making everybody jealous when they step into my house soft to the touch feels like love knew it as soon as i felt it you're my velvet elvis baby you're my velvet elvis baby  i knew it as soon as i felt it mm-mm i knew it as soon as i felt it yeah  you're my velvet elvis i ain't never gonna take you down making everybody jealous when they step into my house soft to the touch feels like love knew it as soon as i felt it you're my velvet elvis baby you're my velvet elvis baby yeah
wonder woman, kacey musgraves, i like where this is going and you like it too we rarely never ever don't see eye to eye we're going to  i can show you strong i can fight for you i can try to move mountains if you want me to  but baby i ain't wonder woman i don't know how to lasso the love out of you don't you know i'm only human? and if i let you down i don't mean to all i need's a place to land i don't need a superman to win my lovin' 'cause baby i ain't wonder woman  bet all that gold gets heavy weighin' on her i wonder if it's scary always tryin' not to get hurt  i know how it feels it ain't easy there's a reason why you only see it in the movies  'cause baby i ain't wonder woman i don't know how to lasso the truth out of you don't you know i'm only human? and if i let you down i don't mean to all i need's a place to land i don't need a superman to win my lovin'  you don't know how to fly no that's okay neither do i  i know i ain't wonder woman i don't know how to lasso the love out of you don't you know i'm only human? and if i let you down i don't mean to all i need's a place to land i don't need a superman to win my lovin' 'cause baby i ain't wonder woman yeah i know i ain't wonder woman
family is family, kacey musgraves, they're there for your first year they give you your first beer when you get your heart broke they're there for your worst year don't get you at all but your apple don't fall too far from 'em they own too much wicker and drink too much liquor you'd wash your hands of them but blood's always thicker you might look just like 'em; that don't mean you're like 'em but you love 'em  family is family in church or in prison you get what you get and you don't get to pick 'em they might smoke like chimneys but give you their kidneys yeah friends come in handy but family is family  they're there when you're married divorced and remarried you fall out of touch but then someone gets buried and you're right back together like no time has ever gone by can't live with or without 'em; you might talk about 'em but if someone else does well then you'll knock 'em out cause when it's all said and done they're the only ones that you got  family is family in church or in prison you get what you get and you don't get to pick 'em they might smoke like chimneys but give you their kidneys yeah friends come in handy but family is family yeah family is funny they'll ask you for money even though they know you ain't got no money they show up at christmas get up in your business they might not be fancy but family is family  you might look just like 'em; that don't mean you're like 'em but you love 'em
dime store cowgirl, kacey musgraves, i've had my picture made with willie nelson stayed in a hotel with a pool driven through new mexico where the saguaro cactus grow and i felt really small under mount rushmore  and i made it all the way past austin city limits and maybe for a minute i got too big for my britches but  i'm just a dime store cowgirl that's all i'm ever gonna be you can take me out of the country but you can't take the country out of me no 'cause i'm still the girl from golden had to get away so i could grow but it don't matter where i'm goin' i'll still call my hometown home  slept in a room with the ghost of gram parsons drank some wine i can't afford went to san antonio to the river walk and the rodeo seen the white cliffs of dover from the shore  and i kinda fell in love with a palm springs trailer park but those california stars could never steal my heart 'cause  i'm just a dime store cowgirl that's all i'm ever gonna be you can take me out of the country but you can't take the country out of me no 'cause i'm still the girl from golden had to get away so i could grow but it don't matter where i'm goin' i'll still call my hometown home  i'm happy with what i got 'cause what i got is all i need just cause it don't cost a lot don't cost a lot don't mean it's cheap  'cause i'm just a dime store cowgirl that's all i'm ever gonna be you can take me out of the country but you can't take the country out of me no 'cause i'm still the girl from golden had to get away so i could grow but it don't matter where i'm goin' i'll still call my hometown home yeah i'll still call my hometown home
late to the party, kacey musgraves, they're blowing up our phones asking where we are just say we're almost there; we ain't even in the car you're rolling one for two and i'm still picking out my shoes i'm never late to the party if i'm late to the party with you  by the time we get there everybody will be drunk the chairs will be on tables and the band will be unplugged we're gonna look real good but we're gonna look real rude i'm sorry i'm not sorry that i'm...  late to the party with you oh who needs confetti? we're already falling into the groove and who needs a crowd when you're happy at a party for two? the world can wait 'cause i'm never late to the party if i'm late to the party with you  let's promise when we get in that we'll try to get right out fake a couple conversations make the necessary rounds these kinda things just turn into who's leaving here with who? but i just want 'em all to see me come in...  late to the party with you oh who needs confetti? we're already falling into the groove and who needs a crowd when you're happy at a party for two? the world can wait 'cause i'm never late to the party if i'm late to the party with you  late to the party with you oh who needs confetti? we're already falling into the groove and who needs a crowd when you're happy at a party for two? the world can wait 'cause i'm never late to the party if i'm late to the party with you no i'm never late to the party if i'm late to the party with you
fine, kacey musgraves, i pick those tomatoes we grew off the vine they look out the window just killing time i reach for the phone just to make sure it's on and i'm fine i put on my makeup for no one at all my heels on the hardwood echo down the hall i open the wardrobe put my face in your clothes and i'm fine  i try to sleep i just lie here awake i've stopped counting sheep now i just count the days 'til you're back in this bed that i remake every time and if they ask i'll say i'm fine  just like the circus you always leave town i can't help but cry when that big top comes down but i leave the light on and when you get back home we'll be fine  and i'll try to sleep but just lie here awake i've stopped counting sheep now i just count the days 'til you're back in this bed that i remake every time and if they ask i'll say i'm fine  they always say you don't get to choose the same old cliche love chooses you so baby i'll wait just like i always do  and i'll try to sleep but just lie here awake i've stopped counting sheep now i just count the days 'til you're back in this bed that i remake every time and if they ask i'll say i'm fine
pageant material, kacey musgraves, there's certain things you're s'posed to know when you're a girl who grows up in the south i try to use my common sense but my foot always ends up in my mouth and if i had to walk a runway in high heels in front of the whole town i'd fall down and my mama cried when she realized  i ain't pageant material i'm always higher than my hair and it ain't that i don't care about world peace but i don't see how i can fix it in a swimsuit on a stage i ain't exactly ms. congenial sometimes i talk before i think i try to fake it but i can't i'd rather lose for what i am than win for what i ain't  god bless the girls who smile and hug when they're called out as a runner up on tv i wish i could but i just can't wear a smile when a smile ain't what i'm feelin' and who's to say i'm a 9.5 or a 4.0 if you don't even know me life ain't always roses and pantyhose and...  i ain't pageant material i'm always higher than my hair and it ain't that i don't care about world peace but i don't see how i can fix it in a swimsuit on a stage i ain't exactly ms. congenial sometimes i talk before i think i try to fake it but i can't i'd rather lose for what i am than win for what i ain't   i ain't pageant material the only crown is in my glass they won't be handin' me a sash and that's okay cause there's no way you'll ever see me in a swimsuit on a stage i ain't exactly ms. congenial sometimes i talk before i think i try to fake it but i can't i'd rather lose for what i am than win for what i ain't yeah i'd rather lose for what i am than win for what i ain't
somebody to love, kacey musgraves, we're all hoping we're all hopeless we're all thorns and we're all roses we're all looking down our noses at ourselves we're all flawed and we're all perfect we're all lost and we're all hurting and just searching for somebody to love  we're all liars we're all legends we're all tens that want elevens we're all trying to get to heaven but not today we're all happy we're all hatin' we're all patiently impatient and just waiting for somebody to love  we're all good but we ain't angels we all sin but we ain't devils we're all pots and we're all kettles but we can't see it in ourselves we're all livin' 'til we're dying we ain't cool but man we're trying just thinking we'll be fixed by someone else  we all wrangle with religion we all talk but we don't listen we're all starving for attention then we'll run we're all paper we're all scissors we're all fightin' with our mirrors scared we'll never find somebody to love  we're all good but we ain't angels we all sin but we ain't devils we're all pots and we're all kettles but we can't see it in ourselves we're all livin' 'til we're dying we ain't cool but man we're trying thinking we'll be fixed by someone else  just tryin' to hold it all together we all wish our best was better just hopin' that forever's really real we'll miss a dime to grab a nickel overcomplicate the simple we're all little kids just looking for love yeah don't we all just want somebody to love?
(burn one with) john prine, kacey musgraves, get a little drunk get a little loud stupid me and my rebel mouth ain't all wrong but i ain't alright don't see the world in black and white my grandma cried when i pierced my nose i never liked doing what i was told don't judge me and i won't judge you 'cause i ain't walkin' in your shoes  'cause i ain't one to knock religion though it's always knockin' me always runnin' with the wrong crowd right where i want to be and i ain't good at being careful i just say what's on my mind like my idea of heaven is to burn one with john prine  and maybe he would sit awhile and render me an illegal smile and i bet that he would understand just how i feel and who i am  'cause i ain't one to knock religion though it's always knockin' me always runnin' with the wrong crowd right where i want to be and i ain't good at being careful i just say what's on my mind like my idea of heaven is to burn one with john prine  and i play my life like truth or dare i'm not all here but i'm all there yeah and all the colors people paint me don't they know they'll never change me yeah  'cause i ain't one to knock religion though it's always knockin' me always runnin' with the wrong crowd right where i want to be and i ain't good at being careful i just say what's on my mind like my idea of heaven is to burn one with john prine yeah my idea of heaven is to burn one with john prine
